	station_id_igra	station_name	latitude	longitude	station_id
431	CHM00051628	WEN-SU	41.26	80.3	51628
432	CHM00051644	KUQA	41.7167	82.95	51644
433	CHM00051656	KORLA	41.75	86.133	51656
434	CHM00051709	KASHI	39.4833	75.75	51709
435	CHM00051711	AKQI	40.933	78.45	51711
436	CHM00051716	BACHU	39.8	78.567	51716
437	CHM00051765	TIKANLIK	40.633	87.7	51765
438	CHM00051777	RUOQIANG	39.0333	88.1667	51777
439	CHM00051811	SHACHE	38.433	77.267	51811
440	CHM00051828	HOTAN	37.1333	79.9333	51828
441	CHM00051839	MINFENG	37.0667	82.7167	51839
442	CHM00051848	ANDIR	37.93	83.65	51848
443	CHM00051886	MANGNAI	38.25	90.85	51886
444	CHM00051895	MANGYA	37.85	91.65	51895
445	CHM00052203	HAMI	42.8167	93.5167	52203
446	CHM00052267	EJIN QI	41.95	101.0667	52267
447	CHM00052313	XING-XING-XIA	41.7833	95.1333	52313
448	CHM00052323	MAZONG SHAN	41.8	97.0333	52323
449	CHM00052391	PANG-TING-TO-TO-KAI	41.75	103.9667	52391
450	CHM00052418	DUNHUANG	40.15	94.6833	52418
451	CHM00052436	YUMENZHEN	40.267	97.033	52436
452	CHM00052495	BAYAN MOD	40.75	104.5	52495
453	CHM00052533	JIUQUAN	39.7667	98.4833	52533
454	CHM00052602	LENGHU	38.833	93.383	52602
455	CHM00052681	MINQIN	38.6333	103.0833	52681
456	CHM00052713	DA-QAIDAM	37.85	95.367	52713
457	CHM00052737	DELINGHA	37.317	97.217	52737
458	CHM00052818	GOLMUD	36.4167	94.9	52818
459	CHM00052836	DOULAN	36.3	98.1	52836
460	CHM00052866	XINING	36.7167	101.75	52866
461	CHM00052889	LANZHOU	36.05	103.883	52889
462	CHM00052908	WUDAOLIANG	35.217	93.083	52908
463	CHM00052983	YU ZHONG	35.8667	104.15	52983
464	CHM00053068	ERENHOT	43.6333	111.95	53068
465	CHM00053083	NARAN BULAG	44.617	114.15	53083
466	CHM00053231	HAILS	41.45	106.383	53231
467	CHM00053276	JURH	42.4	112.9	53276
468	CHM00053336	HALIUT	41.5667	108.5167	53336
469	CHM00053420	XAMBA	40.97	107.17	53420
470	CHM00053463	HOHHOT	40.85	111.5667	53463
471	CHM00053487	DATONG	40.1	113.333	53487
472	CHM00053502	JARTAI	39.783	105.75	53502
473	CHM00053513	LINHE	40.7333	107.3667	53513
474	CHM00053529	OTOG QI	39.1	107.983	53529
475	CHM00053543	DONGSHENG	39.8333	109.9833	53543
476	CHM00053546	CHASAKOCHI	39.283	109.75	53546
477	CHM00053564	HEQU	39.383	111.15	53564
478	CHM00053614	YINCHUAN	38.4667	106.2	53614
479	CHM00053772	TAIYUAN	37.6206	112.5767	53772
480	CHM00053798	XINGTAI	37.1808	114.3589	53798
481	CHM00053845	YAN AN	36.5667	109.45	53845
482	CHM00053898	ANYANG	36.05	114.4	53898
483	CHM00053915	PINGLIANG	35.55	106.6667	53915
484	CHM00054012	XI UJIMQIN QI	44.583	117.6	54012
485	CHM00054027	LINDONG	43.983	119.4	54027
486	CHM00054094	MUDANJIANG	44.567	129.6	54094
487	CHM00054102	XILIN HOT	43.95	116.1167	54102
488	CHM00054115	LINXI	43.6	118.067	54115
489	CHM00054135	TONGLIAO	43.6	122.2667	54135
490	CHM00054161	CHANGCHUN	43.9	125.2167	54161
491	CHM00054218	CHIFENG	42.3	118.8333	54218
492	CHM00054292	YANJI	42.8667	129.5	54292
493	CHM00054337	JINZHOU	41.117	121.067	54337
494	CHM00054339	AN SHAN	41.1167	122.95	54339
495	CHM00054342	SHENYANG	41.7333	123.5167	54342
496	CHM00054374	LINJIANG	41.8	126.8833	54374
497	CHM00054401	ZHANGJIAKOU	40.7833	114.8833	54401
498	CHM00054423	CHENGDE	40.967	117.917	54423
499	CHM00054497	DANDONG	40.083	124.333	54497
500	CHM00054511	BEIJING	39.9333	116.2833	54511
501	CHM00054534	TANG SHAN	39.6667	118.1167	54534
502	CHM00054539	LETING	39.4333	118.9	54539
503	CHM00054602	BAODING	38.733	115.483	54602
504	CHM00054662	DALIAN	38.9	121.6333	54662
505	CHM00054714	TE HSIEN/TECHOW	37.4833	116.3667	54714
506	CHM00054727	ZHANGQIU	36.7	117.55	54727
507	CHM00054753	LONGKOU	37.617	120.317	54753
508	CHM00054776	CHENGSHANTOU	37.4	122.683	54776
509	CHM00054823	JINAN	36.683	116.983	54823
510	CHM00054836	YIYUAN	36.183	118.15	54836
511	CHM00054843	WEI HSIEN	36.7	119.1167	54843
512	CHM00054857	QINGDAO	36.0667	120.3333	54857
513	CHM00055228	SHIQUANHE	32.5	80.067	55228
514	CHM00055279	BAINGOIN	31.367	90.017	55279
515	CHM00055299	NAGQU	31.4833	92.0667	55299
516	CHM00055472	XAINZA	30.95	88.633	55472
517	CHM00055578	XIGAZE	29.217	88.917	55578
518	CHM00055591	LHASA	29.6667	91.1333	55591
519	CHM00055664	TINGRI	28.633	87.083	55664
520	CHM00055696	LHUNZE	28.417	92.467	55696
521	CHM00055773	PAGRI	27.75	89.167	55773
522	CHM00056004	TUOTUOHE	33.95	92.617	56004
523	CHM00056029	YUSHU	33.0	96.95	56029
524	CHM00056033	MADOI	34.917	98.217	56033
525	CHM00056046	DARLAG	33.8	99.8	56046
526	CHM00056079	RUOERGAI	33.583	102.967	56079
527	CHM00056080	HEZUO	35.0	102.9	56080
528	CHM00056096	WUDU	33.383	104.917	56096
529	CHM00056106	SOG XIAN	31.867	93.767	56106
530	CHM00056116	DENGQEN	31.417	95.6	56116
531	CHM00056137	QAMDO	31.15	97.1667	56137
532	CHM00056146	GARZE	31.6167	100.0	56146
533	CHM00056172	BARKAM	31.9	102.233	56172
534	CHM00056187	WENJIANG	30.75	103.8667	56187
535	CHM00056247	BATANG	29.967	99.067	56247
536	CHM00056294	CHENGDU	30.667	104.017	56294
537	CHM00056312	NYINGCHI	29.5667	94.4667	56312
538	CHM00056374	KANGDING	30.05	101.967	56374
539	CHM00056444	DEQEN	28.45	98.883	56444
540	CHM00056462	JIULONG	29.033	101.5	56462
541	CHM00056492	YIBIN	28.817	104.533	56492
542	CHM00056533	LA WANG/TZUKEI	27.6667	98.3833	56533
543	CHM00056571	XICHANG	27.9	102.2667	56571
544	CHM00056651	LIJING	26.867	100.233	56651
545	CHM00056691	WEINING	26.8667	104.2833	56691
546	CHM00056739	TENGCHONG	24.9844	98.5056	56739
547	CHM00056778	KUNMING	25.0167	102.6833	56778
548	CHM00056779	KAN-HAI-TZU	25.0167	102.8333	56779
549	CHM00056951	LINCANG	23.8833	100.0833	56951
550	CHM00056964	SIMAO	22.7667	100.9833	56964
551	CHM00056985	MENGZI	23.4444	103.3278	56985
552	CHM00056989	HEKOU	22.5	103.95	56989
553	CHM00057006	TIANSHUI	34.583	105.75	57006
554	CHM00057036	XIAN	34.3	108.933	57036
555	CHM00057067	LUSHI	34.0803	111.0728	57067
556	CHM00057083	ZHENGZHOU	34.7167	113.65	57083
557	CHM00057127	HANZHONG	33.0667	107.0333	57127
558	CHM00057131	JINGHE	34.4333	108.9667	57131
559	CHM00057178	NANYANG	33.1	112.4833	57178
560	CHM00057193	XIHUA	33.783	114.517	57193
561	CHM00057237	WANYUAN	32.067	108.033	57237
562	CHM00057245	ANKANG	32.43	109.02	57245
563	CHM00057265	GUANGHUA	32.383	111.667	57265
564	CHM00057290	ZHUMADIAN	32.967	114.05	57290
565	CHM00057297	XINYANG	32.133	114.05	57297
566	CHM00057328	DA XIAN	31.217	107.5	57328
567	CHM00057411	NANCHONG	30.8	106.083	57411
568	CHM00057447	ENSHI	30.2833	109.4667	57447
569	CHM00057461	YICHANG	30.7333	111.3667	57461
570	CHM00057494	WUHAN	30.6	114.05	57494
571	CHM00057516	CHONGQING	29.6	106.4	57516
572	CHM00057584	YUEYANG	29.383	113.083	57584
573	CHM00057633	YOUYANG	28.833	108.767	57633
574	CHM00057662	CHANGDE	29.05	111.683	57662
575	CHM00057679	CHANGSHA	28.2	113.0833	57679
576	CHM00057707	BIJIE	27.3	105.233	57707
577	CHM00057731	SINAN	27.95	108.25	57731
578	CHM00057749	HUAIHUA	27.5667	110.0	57749
579	CHM00057799	JIAN	27.117	114.967	57799
580	CHM00057816	GUIYANG	26.4833	106.65	57816
581	CHM00057902	XINGREN	25.433	105.183	57902
582	CHM00057916	LUODIAN	25.433	106.767	57916
583	CHM00057932	RONGJIANG	25.967	108.533	57932
584	CHM00057957	GUILIN	25.3333	110.3	57957
585	CHM00057972	CHENZHOU	25.7353	112.9739	57972
586	CHM00057993	GANZHOU	25.8667	115.0	57993
587	CHM00058027	XUZHOU	34.2833	117.15	58027
588	CHM00058040	GANYU	34.85	119.133	58040
589	CHM00058150	SHEYANG	33.75	120.3	58150
590	CHM00058203	FUYANG	32.8667	115.7333	58203
591	CHM00058238	NANJING	31.9333	118.9	58238
592	CHM00058321	HEFEI	31.867	117.233	58321
593	CHM00058362	SHANGHAI (BAOSHAN)	31.4167	121.45	58362
594	CHM00058424	ANQING	30.6167	116.9667	58424
595	CHM00058457	HANGZHOU	30.2333	120.1667	58457
596	CHM00058477	DINGHAI	30.033	122.117	58477
597	CHM00058527	JINGDEZHEN	29.3	117.2	58527
598	CHM00058606	NANCHANG	28.6	115.9167	58606
599	CHM00058633	QU XIAN	28.9667	118.8667	58633
600	CHM00058665	HONGJIA	28.6167	121.4167	58665
601	CHM00058666	DACHEN DAO	28.45	121.883	58666
602	CHM00058725	SHAOWU	27.3333	117.4667	58725
603	CHM00058754	FUDING	27.333	120.2	58754
604	CHM00058847	FUZHOU	26.0833	119.2833	58847
605	CHM00058911	CHANGTING	25.85	116.367	58911
606	CHM00058944	PINGTAN	25.517	119.783	58944
607	CHM00059007	GUANGNAN	24.067	105.067	59007
608	CHM00059023	HECHI	24.7	108.0333	59023
609	CHM00059046	LIUZHOU	24.35	109.4	59046
610	CHM00059082	CHU CHIANG	24.8333	113.5	59082
611	CHM00059096	LIANPING	24.367	114.483	59096
612	CHM00059134	XIAMEN	24.4833	118.0833	59134
613	CHM00059137	CHIANGYANG	24.3	118.083	59137
614	CHM00059211	BAISE	23.9	106.6	59211
615	CHM00059265	WUZHOU	23.4833	111.3	59265
616	CHM00059280	QINGYUAN	23.7	113.0833	59280
617	CHM00059287	GUANGZHOU	23.217	113.483	59287
618	CHM00059293	HEYUAN	23.8	114.7333	59293
619	CHM00059316	SHANTOU	23.35	116.6667	59316
620	CHM00059417	LONGZHOU	22.367	106.75	59417
621	CHM00059431	NANNING	22.6333	108.2167	59431
622	CHM00059501	SHANWEI	22.783	115.367	59501
623	CHM00059644	BEIHAI	21.4833	109.1	59644
624	CHM00059658	ZHANJIANG	21.217	110.4	59658
625	CHM00059663	YANGJIANG	21.8333	111.9667	59663
626	CHM00059758	HAIKOU	20.0	110.25	59758
627	CHM00059838	DONGFANG	19.1	108.617	59838
628	CHM00059948	SANYA	18.2167	109.5833	59948
629	CHXUAC03995	ULANHOT	46.22	122.05	03995
630	CHXUAE04856	PEIPING	39.9	116.47	04856
631	CHXUAE04858	SIAN	34.25	108.93	04858
632	CIM00085442	ANTOFAGASTA	-23.4503	-70.4408	85442
633	CIM00085469	ISLA DE PASCUA	-27.1606	-109.4267	85469
634	CIM00085543	QUINTERO (MIL)	-32.78	-71.51	85543
635	CIM00085586	SANTO DOMINGO	-33.6547	-71.6144	85586
636	CIM00085799	PUERTO MONTT	-41.4347	-73.0975	85799
637	CIM00085934	PUNTA ARENAS	-53.0033	-70.845	85934
638	CJM00078384	OWEN ROBERTS AIRPORT GRAND CAY	19.2917	-81.3583	78384
639	CKM00096996	COCOS ISLAND AERO	-12.1892	96.8344	96996
640	CMM00064860	GAROUA	9.333	13.383	64860
641	CMM00064870	NGAOUNDERE	7.35	13.5667	64870
642	CMM00064893	KOUNDJA	5.65	10.75	64893
643	CMM00064900	YOKO	5.55	12.367	64900
644	CMM00064910	DOUALA R.S.	4.0167	9.7	64910
645	CMM00064931	BATOURI	4.467	14.367	64931
646	CMM00064950	YAOUNDE	3.833	11.517	64950
647	CNM00067001	MORONI AIRPORT	-11.7	43.233	67001
648	CNM00067002	HAHAYA INT. AIRPORT	-11.5333	43.2667	67002
649	CNM00067004	OUANI (ANJOUAN)	-12.117	44.433	67004
650	COM00080001	SAN ANDRES (ISLA)/SESQUICENTEN	12.5833	-81.7167	80001
651	COM00080035	RIOHACHA/ALMIRANTE PADILLA	11.5333	-72.9333	80035
652	COM00080222	BOGOTA/ELDORADO	4.7	-74.15	80222
653	COM00080241	LAS GAVIOTAS	4.55	-70.917	80241
654	COM00080259	CALI/ALFONSO BONILLA ARAGON	3.55	-76.3833	80259
655	COM00080337	TUMACO	1.85	-78.767	80337
656	COM00080398	LETICIA/VASQUEZ COBO	-4.1667	-69.95	80398
657	CQM00091232	SAIPAN/ISLEY (CGS)	15.117	145.733	91232
658	CSM00078762	JUAN SANTAMARIA INT. AIRPORT	9.9833	-84.1833	78762
659	CTM00064600	BERBERATI	4.25	15.8	64600
660	CTM00064601	BOUAR	5.967	15.633	64601
661	CTM00064610	BOSSANGOA	6.483	17.433	64610
662	CTM00064650	BANGUI	4.4	18.5167	64650
663	CTM00064654	NDELE	8.4	20.65	64654
664	CTM00064656	BANGASSOU	4.733	22.833	64656
665	CTM00064665	MOBAYE	4.317	21.183	64665
666	CUM00078325	CASA BLANCA	23.167	-82.35	78325
667	CUM00078355	CAMAGUEY	21.4	-77.85	78355
668	CUM00078367	GUANTANAMO BAY NAS	19.9	-75.217	78367
669	CUXUAE04834	VILLA SAN CRISTOBAL DE LA HABA	23.1	-82.43	04834
670	CVM00008589	PRAIA	14.9	-23.517	08589
671	CVM00008594	SAL	16.7419	-22.9489	08594
672	CWM00091801	PENRHYN	-9.0	-158.05	91801
673	CWM00091843	RAROTONGA	-21.2	-159.8167	91843
674	CYM00017600	PAPHOS AP	34.7194	32.4847	17600
675	CYM00017601	AKROTIRI	34.583	32.983	17601
676	CYM00017603	EPISKOPI	34.683	32.817	17603
677	CYM00017607	ATHALASSA	35.1408	33.3964	17607
678	CYM00017609	LARNACA AIRPORT	34.8733	33.6172	17609
679	DAM00006030	FLYVESTATION AALBOR	57.1	9.867	06030
680	DAM00006060	FLYVESTATION KARUP	56.2933	9.1139	06060
681	DAM00006180	KOBENHAVN/KASTRUP	55.6333	12.6667	06180
682	DAM00006181	JAEGERSBORG	55.767	12.533	06181
683	DJM00063125	DJIBOUTI	11.55	43.15	63125
684	DRM00078467	SABANA DE LA MAR	19.05	-69.3833	78467
685	DRM00078486	SANTO DOMINGO	18.4333	-69.8833	78486
686	ECM00084008	SAN CRISTOBAL RADIOSONDA	-0.9	-89.6	84008
687	ECM00084111	CHINCHIPE	-2.2	-81.0	84111
688	ECM00084203	GUAYAQUIL AEROPUERTO	-2.1581	-79.8839	84203
689	EGM00062305	SALLUM PLATEAU	31.533	25.183	62305
690	EGM00062306	MERSA MATRUH	31.3253	27.2217	62306
691	EGM00062318	ALEXANDRIA/NOUZHA	31.167	29.933	62318
692	EGM00062332	PORT SAID/EL GAMIL	31.283	32.233	62332
693	EGM00062337	EL ARISH	31.0733	33.8358	62337
694	EGM00062366	CAIRO	30.1333	31.5667	62366
695	EGM00062378	HELWAN	29.8628	31.3492	62378
696	EGM00062387	MINYA	28.083	30.733	62387
697	EGM00062403	SOUTH OF VALLEY UNIVERSITY	26.2003	32.7467	62403
698	EGM00062405	LUXOR	25.667	32.7	62405
699	EGM00062414	ASSWAN	23.9644	32.82	62414
700	EGM00062417	SIWA	29.183	25.517	62417
701	EGM00062420	BAHARIA	28.333	28.867	62420
702	EGM00062423	FARAFRA	27.0583	27.9892	62423
703	EGM00062432	DAKHLA	25.5	28.967	62432
704	EGM00062435	KHARGA	25.45	30.533	62435
705	EGM00062463	HURGUADA	27.15	33.717	62463
706	EGXUAE04942	DEKHEILA/AL DAKHELA	31.11	29.8	04942
707	EGXUAE04946	AL-DAKHLA	25.5	29.02	04946
708	EGXUAE04950	ALMAZA	30.08	31.37	04950
709	EGXUAE04951	AL-MINYA	29.75	31.3	04951
710	EGXUAE04953	AL-WAHAT AL-BAHRIYA	28.37	28.93	04953
711	EGXUAE04956	ASYUT	27.2	31.12	04956
712	EGXUAE04958	BUR SAID	31.25	32.3	04958
713	EGXUAE04974	SIDI BARRANI	31.62	25.93	04974
714	EIM00003953	VALENTIA OBSERVATORY	51.9381	-10.2433	03953
715	ENM00026038	TALLINN-HARKU	59.3981	24.6028	26038
716	ERM00063021	ASMARA	15.283	38.917	63021
717	ESM00078650	ACAJUTLA	13.567	-89.833	78650
718	ESM00078663	SAN SALVADOR/ILOPAN	13.7	-89.117	78663
719	ETM00063450	ADDIS ABABA-BOLE	9.0333	38.75	63450
720	ETM00063478	GODE	5.9	43.583	63478
721	EUM00061972	ILE EUROPA	-22.333	40.333	61972
722	EZM00011518	PRAHA/RUZYNE	50.1	14.2833	11518
723	EZM00011520	PRAHA-LIBUS	50.0078	14.4469	11520
724	EZM00011722	BRNO REBESOVICE	49.08	16.62	11722
725	EZM00011747	PROSTEJOV	49.4525	17.1347	11747
726	FGM00081401	SAINT-LAURENT	5.5	-54.033	81401
727	FGM00081405	CAYENNE MATOURY	4.8222	-52.3653	81405
728	FGM00081408	SAINT GEORGES	3.883	-51.8	81408
729	FGM00081415	MARIPASOULA	3.633	-54.033	81415
730	FIM00002836	SODANKYLA ARCTIC RESEARCH CENT	67.3667	26.6289	02836
731	FIM00002935	JYVASKYLA AIRPORT	62.3975	25.6708	02935
732	FIM00002963	JOKIOINEN OBSERVATORY	60.8139	23.4975	02963
733	FIM00002974	HELSINKI/SEUTALA	60.3167	24.9667	02974
734	FIXUAC00035	HELSINKI	60.2	24.92	00035
735	FIXUAE05506	KAJAANI	64.22	27.73	05506
736	FIXUAE05507	KAUHAVA	63.12	23.08	05507
737	FIXUAE05513	LIEKSA	63.32	30.5	05513
738	FIXUAE05520	SUUR-MERIJOKI	60.57	28.63	05520
739	FIXUAE05525	UTO	59.78	21.37	05525
740	FIXUAE05526	UTTI	60.88	26.97	05526
741	FJM00091650	ROTUMA	-12.5	177.05	91650
742	FJM00091680	NADI AIRPORT	-17.75	177.45	91680
743	FKM00088889	MOUNT PLEASANT AIRPORT	-51.82	-58.4481	88889
744	FKM00088890	STANLEY	-51.7	-57.8667	88890
745	FMM00091317	WOLEAI ATOLL	7.383	143.917	91317
746	FMM00091334	TRUK/CAROLINE IS.	7.45	151.8333	91334
747	FMM00091348	PONAPE/CAROLINE IS.	6.95	158.2	91348
748	FMM00091356	KUSAIE/CAROLINES	5.3333	163.0167	91356
749	FMM00091413	YAP/CAROLINE IS.	9.4833	138.0667	91413
750	FMM00091434	KAPINGAMARANGI ATOL	1.083	154.767	91434
751	FOM00006011	TORSHAVN	62.0231	-6.7647	06011
752	FPM00091902	MALDEN ISLAND AF	-4.05	-154.9833	91902
753	FPM00091925	HIVA-OA	-9.8061	-139.0356	91925
754	FPM00091929	BORA-BORA	-16.45	-151.75	91929
755	FPM00091938	TAHITI-FAAA	-17.5553	-149.6145	91938
756	FPM00091941	RANGIROA	-14.95	-147.659	91941
757	FPM00091943	TAKAROA ATOLL	-14.4833	-145.0333	91943
758	FPM00091944	HAO	-18.067	-140.95	91944
759	FPM00091945	HEREHERETUE	-19.9061	-144.9494	91945
760	FPM00091946	TUREIA	-20.7667	-138.55	91946
761	FPM00091948	MANGAREVA	-23.1303	-134.9653	91948
762	FPM00091952	MURUROA	-21.817	-138.8	91952
763	FPM00091954	TUBUAI ISLAND	-23.35	-149.4833	91954
764	FPM00091958	RAPA	-27.6183	-144.3347	91958
765	FRM00007005	ABBEVILLE	50.133	1.833	07005
766	FRM00007070	REIMS	49.3	4.033	07070
767	FRM00007110	BREST-GUIPAVAS	48.4442	-4.4119	07110
768	FRM00007130	RENNES	48.067	-1.733	07130
769	FRM00007145	TRAPPES	48.7744	2.0097	07145
770	FRM00007180	NANCY/ESSEY	48.6833	6.2167	07180
771	FRM00007190	STRASBOURG	48.55	7.6333	07190
772	FRM00007222	NANTES	47.15	-1.6	07222
773	FRM00007255	BOURGES	47.067	2.367	07255
774	FRM00007265	AUXERRE	47.8	3.55	07265
775	FRM00007280	DIJON	47.267	5.083	07280
776	FRM00007354	CHATEAUROUX	46.85	1.7167	07354
777	FRM00007412	COGNAC	45.667	-0.317	07412
778	FRM00007434	LIMOGES	45.867	1.183	07434
779	FRM00007480	LYON-BRON	45.717	4.95	07480
780	FRM00007481	LYON-ST EXUPERY	45.7264	5.0778	07481
781	FRM00007510	BORDEAUX MERIGNAC	44.8306	-0.6914	07510
782	FRM00007577	MONTELIMAR	44.583	4.733	07577
783	FRM00007602	BIARRITZ	43.467	-1.533	07602
784	FRM00007603	DAX	43.683	-1.067	07603
785	FRM00007607	MONT-DE-MARSAN	43.917	-0.5	07607
786	FRM00007627	SAINT GIRONS	43.0	1.1	07627
787	FRM00007630	TOULOUSE BLAGNAC	43.633	1.367	07630
788	FRM00007645	NIMES-COURBESSAC	43.8569	4.4064	07645
789	FRM00007680	SAINT-RAPHAEL	43.417	6.75	07680
790	FRM00007690	NICE	43.65	7.2	07690
791	FRM00007761	AJACCIO	41.9181	8.7928	07761
792	FRXUAC03602	CHAUMONT	48.07	5.03	03602
793	FRXUAE05723	PARIS	48.85	2.33	05723
794	FSM00061996	MARTIN DE VIVIES	-37.7953	77.5692	61996
795	FSM00061998	PORT-AUX-FRANCAIS	-49.3522	70.2433	61998
796	GBM00064500	LIBREVILLE	0.45	9.4167	64500
797	GBM00064501	PORT-GENTIL	-0.7	8.75	64501
798	GBM00064510	BITAM	2.083	11.483	64510
799	GGM00037260	SUKHUMI (AGMS)	43.017	41.033	37260
800	GGM00037395	KUTAISI	42.267	42.633	37395
801	GGM00037409	SAKARA	42.133	43.033	37409
802	GGM00037484	BATUMI	41.633	41.6	37484
803	GGM00037549	TBILISI/NOVOALEXEYE	41.6833	44.95	37549
804	GHM00065418	TAMALE	9.5	-0.85	65418
805	GHM00065467	TAKORADI	4.883	-1.767	65467
806	GHM00065472	ACCRA/KOTOKA INTL	5.6	-0.1667	65472
807	GIM00008495	GIBRALTAR	36.15	-5.35	08495
808	GLM00004202	PITUFFIK	76.533	-68.75	04202
809	GLM00004220	AASIAAT (EGEDESMINDE)	68.7081	-52.8517	04220
810	GLM00004231	KANGERLUSSUAK	67.0	-50.8	04231
811	GLM00004270	MITTARFIK NARSARSUAQ	61.1667	-45.4167	04270
812	GLM00004310	NORD	81.6	-16.67	04310
813	GLM00004320	DANMARKSHAVN	76.7694	-18.6681	04320
814	GLM00004339	ITTOQQORTOORMIIT	70.4844	-21.9511	04339
815	GLM00004340	KAP TOBIN	70.42	-21.97	04340
816	GLM00004360	TASIILAQ (AMMASSALIK)	65.6111	-37.6367	04360
817	GLM00004417	GEOSUMMIT	72.5803	-38.4586	04417
818	GLXUA042705	MARRAK POINT	63.43	-51.18	42705
819	GLXUAC03499	IKATEQ	65.93	-36.68	03499
820	GLXUAC03509	THULE	77.23	-62.33	03509
821	GLXUAE05845	OSTSTATION	71.17	-24.4	05845
822	GMM00010034	EGGEBECK	54.6333	9.35	10034
823	GMM00010035	SCHLESWIG	54.5333	9.55	10035
824	GMM00010046	KEIL/HOLTENAU	54.383	10.15	10046
825	GMM00010113	NORDERNEY	53.7139	7.1525	10113
826	GMM00010122	JEVER	53.5333	7.8833	10122
827	GMM00010184	GREIFSWALD	54.0978	13.4075	10184
828	GMM00010200	EMDEN-FLUGPLATZ	53.3894	7.2269	10200
829	GMM00010238	BERGEN	52.8153	9.9247	10238
830	GMM00010304	MEPPEN	52.7156	7.3175	10304
831	GMM00010307	NORDHORN	52.267	7.433	10307
832	GMM00010338	HANNOVER	52.467	9.7	10338
833	GMM00010384	BERLIN/TEMPELHOF	52.483	13.417	10384
834	GMM00010393	LINDENBERG	52.2167	14.1167	10393
835	GMM00010404	KALKAR	51.733	6.267	10404
836	GMM00010410	ESSEN-BREDENEY	51.4056	6.9686	10410
837	GMM00010419	LUDENSCHEID	51.2333	7.6	10419
838	GMM00010437	FRITZLAR/KASSELER	51.13	9.28	10437
839	GMM00010454	WERNIGERODE	51.85	10.7667	10454
840	GMM00010468	OPPIN	51.55	12.0667	10468
841	GMM00010486	WAHNSDORF	51.11	13.67	10486
842	GMM00010513	KOLN/BONN	50.8667	7.1333	10513
843	GMM00010548	MEININGEN	50.5617	10.3772	10548
844	GMM00010610	BITBURG	49.95	6.57	10610
845	GMM00010618	IDAR-OBERSTEIN	49.6928	7.3264	10618
846	GMM00010619	BAUMHOLDER (USA-AF)	49.65	7.3	10619
847	GMM00010633	WIESBADEN	50.05	8.33	10633
848	GMM00010639	LANGEN	50.017	8.667	10639
849	GMM00010642	HANAU	50.167	8.95	10642
850	GMM00010659	KITZINGEN AAF	49.75	10.2	10659
851	GMM00010687	GRAFENWOEHR	49.7	11.95	10687
852	GMM00010739	STUTTGART/SCHNARRENBERG	48.8333	9.2	10739
853	GMM00010764	FEUCHT(USA-AF)	49.383	11.167	10764
854	GMM00010771	KUEMMERSBRUCK	49.4283	11.9022	10771
855	GMM00010828	SIGMARINGEN	48.1	9.25	10828
856	GMM00010866	MUNICH/RIEM	48.354	11.786	10866
857	GMM00010868	MUENCHEN-OBERSCHLEISSHEIM	48.2442	11.5525	10868
858	GMM00010921	NEUHAUSEN OB ECK	47.983	8.9	10921
859	GMM00010934	FRIEDRICHSHAFEN	47.65	9.4833	10934
860	GMM00010954	ALTENSTADT	47.8342	10.8667	10954
861	GMM00010962	HOHENPEISSENBERG	47.8019	11.0119	10962
862	GMXUAC00001	FREIBURG	48.02	7.83	00001
863	GMXUAC00002	TRIER	49.75	6.98	00002
864	GMXUAC00006	ERFURT	51.02	11.03	00006
865	GMXUAE05645	BORKUM	53.58	6.68	05645
866	GMXUAE05685	HAMBURG	53.62	9.98	05685
867	GMXUAE05751	TARP	54.67	9.4	05751
868	GOM00061968	ILES GLORIEUSES	-11.583	47.283	61968
869	GPM00078897	LE RAIZET AERO	16.2639	-61.5164	78897
870	GQM00091212	WEATHER FORECAST OFFICE	13.4767	144.7944	91212
871	GRM00016622	THESSALONIKI (AIRPORT)	40.5272	22.9714	16622
872	GRM00016716	ATHINAI HELLINIKON	37.8897	23.7417	16716
873	GRM00016754	HERAKLEION (AIRPORT)	35.3353	25.1819	16754
874	GTM00078637	PUERTO BARRIOS	15.717	-88.6	78637
875	GTM00078641	GUATEMALA CITY	14.5333	-90.5667	78641
876	GTM00078647	SAN JOSE	13.917	-90.817	78647
877	GVM00061831	CONAKRY	9.5667	-13.6167	61831
878	GVXUAAW1809	LABE	11.3167	-12.3	W1809
879	GVXUAAW1820	MAMOU	10.3667	-12.0833	W1820
880	GVXUAAW1829	KANKAN	10.3833	-9.3	W1829
881	HKM00045004	KOWLOON	22.3272	114.1686	45004
882	HMM00094997	HEARD IS.(THESPIT)	-53.1	73.7167	94997
883	HOM00078501	SWAN ISLAND	17.4	-83.9333	78501
884	HOM00078720	TEGUCIGALPA	14.05	-87.25	78720
885	HOM00078721	SOTO CANO AB	14.3667	-87.6167	78721
886	HOW00011816	CHOLUTECA	13.3	-87.1833	11816
887	HRM00013334	SPLIT/MARJAN	43.517	16.433	13334
888	HRM00014240	ZAGREB/MAKSIMIR	45.8219	16.0336	14240
889	HRM00014430	ZADAR RS	44.0969	15.3403	14430
890	HUM00012812	SZOMBATHELY	47.267	16.633	12812
891	HUM00012843	BUDAPEST/PESTSZENTLORINC	47.4333	19.1833	12843
892	HUM00012942	PECS/POGANY	46.0	18.233	12942
893	HUM00012982	SZEGED	46.25	20.1	12982
894	ICM00004018	KEFLAVIKURFLUGVOLLUR	63.9806	-22.595	04018
