	station_id_igra	station_name	latitude	longitude	station_id	start_date	end_date	isRadio
342	CAM00071801	SAINT JOHN'S ARPT	47.6667	-52.75	71801	1950	2009	True
343	CAM00071802	ST JOHN'S WEST UA	47.5167	-52.7833	71802	2009	2021	True
344	CAM00071811	SEPT-ILES UA	50.2167	-66.25	71811	1954	2021	True
345	CAM00071815	STEPHENVILLE UA	48.5667	-58.5667	71815	1946	2021	True
346	CAM00071816	GOOSE UA	53.3	-60.3667	71816	1946	2021	True
347	CAM00071823	LA GRANDE IV UA	53.7572	-73.6792	71823	1985	2021	True
348	CAM00071836	MOOSONEE UA	51.2667	-80.65	71836	1954	2021	True
349	CAM00071843	WINNIPEG UA	49.8	-97.1333	71843	2000	2021	True
350	CAM00071845	PICKLE LAKE UA	51.45	-90.2	71845	1992	2021	True
351	CAM00071851	PORTAGE SOUTHPORT	49.9031	-98.2842	71851	1999	2003	True
352	CAM00071852	WINNIPEG INT.AIRPOR	49.9	-97.233	71852	1973	1997	True
353	CAM00071853	SHILO	49.783	-99.633	71853	1968	2007	True
354	CAM00071855	DAUPHIN AIRPORT	51.1	-100.05	71855	1973	1988	True
355	CAM00071861	BROADVIEW	50.383	-102.683	71861	1980	1990	True
356	CAM00071863	REGINA INTL	50.433	-104.667	71863	1973	1994	True
357	CAM00071866	SASKATOON DIEFENBAKE	52.167	-106.717	71866	1994	1998	True
358	CAM00071867	THE PAS UA	53.9667	-101.1	71867	1954	2021	True
359	CAM00071869	PRINCE ALBERT ARPT	53.217	-105.667	71869	1973	1993	True
360	CAM00071874	LETHBRIDGE AWOS	49.633	-112.8	71874	1973	1994	True
361	CAM00071876	NORTH BATTLEFORD	52.767	-108.25	71876	1998	2002	True
362	CAM00071877	CALGARY INTL	51.117	-114.017	71877	1965	1995	True
363	CAM00071892	VANCOUVER INT. AIRP	49.2	-123.167	71892	1973	1996	True
364	CAM00071893	COMOX A	49.7167	-124.9	71893	2009	2010	True
365	CAM00071896	PRINCE GEORGE	53.883	-122.667	71896	1954	1998	True
366	CAM00071906	KUUJJUAQ	58.1167	-68.4167	71906	1947	2021	True
367	CAM00071907	INUKJUAK UA	58.4667	-78.0833	71907	1950	2021	True
368	CAM00071908	PRINCE GEORGE UA	53.9	-122.79	71908	2000	2021	True
369	CAM00071909	IQALUIT UA	63.75	-68.55	71909	1946	2021	True
370	CAM00071913	CHURCHILL A UA	58.7333	-94.0667	71913	1950	2021	True
371	CAM00071915	CORAL HARBOUR UA	64.2	-83.3667	71915	1950	2017	True
372	CAM00071917	EUREKA UA	79.9833	-85.9333	71917	1948	2021	True
373	CAM00071924	RESOLUTE UA	74.7042	-94.9681	71924	1948	2021	True
374	CAM00071925	CAMBRIDGE BAY UA	69.1333	-105.0667	71925	1962	2021	True
375	CAM00071926	BAKER LAKE UA	64.3167	-96.0	71926	1949	2021	True
376	CAM00071928	ROCKY MTN HOUSE	52.433	-114.917	71928	1969	1980	True
377	CAM00071932	FORT MCMURRAY ARPT	56.65	-111.217	71932	1973	1995	True
378	CAM00071934	FORT SMITH UA	60.0261	-111.9294	71934	1954	2021	True
379	CAM00071938	COPPERMINE	67.8167	-115.0833	71938	1932	1970	True
380	CAM00071945	FORT NELSON UA	58.8333	-122.6	71945	1954	2021	True
381	CAM00071957	INUVIK UA	68.3167	-133.5167	71957	1960	2021	True
382	CAM00071964	WHITEHORSE UA	60.7328	-135.0969	71964	1954	2021	True
383	CAM00071968	AKLAVIK	68.23	-135.0	71968	1950	1960	True
384	CAM00072807	ARGENTIA	47.3	-54.0	72807	1946	1970	True
385	CAM00072826	NITCHEQUON	53.2	-70.9	72826	1954	1977	True
386	CAM00072848	TROUT LAKE	53.833	-89.867	72848	1954	1977	True
387	CAM00072918	ARCTIC BAY (NWT)	73.0	-85.3	72918	1942	1957	True
388	CAXUAC03491	MINGAN	50.28	-64.17	03491	1946	1949	True
389	CAXUAE04875	CAPE HOPES ADVANCE STATION	61.08	-69.55	04875	1932	1933	True
390	CAXUAE04876	CHESTERFIELD INLET	63.5	-90.7	04876	1932	1933	True
391	CAXUAE04878	MEANOOK	54.62	-113.33	04878	1933	1933	True
392	CDM00064700	NDJAMENA	12.1333	15.0333	64700	1950	2021	True
393	CDM00064750	SARH	9.15	18.3833	64750	1961	2018	True
394	CDM00064753	FAYA	18.0	19.167	64753	1973	1977	True
395	CDM00064756	ABECHE	13.85	20.85	64756	1973	1979	True
396	CEM00043413	MANNAR	8.9833	79.9167	43413	1938	2021	True
397	CEM00043418	TRINCOMALEE	8.5833	81.25	43418	1973	2021	True
398	CEM00043421	ANURADHAPURA	8.3333	80.4167	43421	2008	2009	True
399	CEM00043424	PUTTALAM	8.0333	79.8333	43424	1994	2011	True
400	CEM00043466	COLOMBO	6.9	79.8667	43466	1939	2021	True
401	CEM00043475	POTTUVIL	6.8833	81.8333	43475	2010	2011	True
402	CEM00043497	HAMBANTOTA	6.1167	81.1333	43497	1973	2021	True
403	CFM00064400	POINTE-NOIRE	-4.8167	11.9	64400	1947	2021	True
404	CFM00064401	DOLISIE	-4.217	12.667	64401	1949	1994	True
405	CFM00064450	BRAZZAVILLE /MAYA-MAYA	-4.25	15.25	64450	1973	2021	True
406	CFM00064453	DJAMBALA	-2.533	14.767	64453	1973	1986	True
407	CFM00064458	OUESSO	1.6167	16.05	64458	1963	2021	True
408	CFM00064459	IMPFONDO	1.617	18.067	64459	1973	1982	True
409	CGM00064210	KINSHASA/NDJILI	-4.383	15.433	64210	1967	1990	True
410	CGM00064220	KINSHASA/BINZA	-4.367	15.25	64220	1980	1983	True
411	CHM00050353	HUMA	51.717	126.65	50353	1973	1987	True
412	CHM00050527	HAILAR	49.25	119.7	50527	1956	2021	True
413	CHM00050557	NENJIANG	49.1667	125.2333	50557	1956	2021	True
414	CHM00050603	XIN BARAG YOUQI	48.667	116.817	50603	1973	1997	True
415	CHM00050745	QIQIHAR	47.383	123.917	50745	1973	2000	True
416	CHM00050774	YICHUN	47.7167	128.8333	50774	1973	2021	True
417	CHM00050834	TE-PO-SU-K/-MIAO	46.5	121.36	50834	1982	2000	True
418	CHM00050873	CHIAMUSSU	46.817	130.333	50873	1956	1961	True
419	CHM00050953	HARBIN	45.9333	126.5667	50953	1958	2021	True
420	CHM00051076	ALTAY	47.7333	88.0833	51076	1958	2021	True
421	CHM00051133	TACHENG	46.733	83.0	51133	1964	2002	True
422	CHM00051156	HOBOKSAR	46.81	85.7489	51156	1973	2017	True
423	CHM00051243	KARAMAY	45.6	84.85	51243	1973	2002	True
424	CHM00051288	BAYTIK SHAN	45.367	90.533	51288	1959	2002	True
425	CHM00051334	JINGHE	44.617	82.9	51334	1973	1998	True
426	CHM00051379	QITAI	44.017	89.567	51379	1973	1998	True
427	CHM00051431	YINING	43.95	81.3333	51431	1956	2021	True
428	CHM00051463	WU LU MU QI	43.7833	87.6167	51463	1956	2021	True
429	CHM00051495	SHISANJIANFANG	43.483	91.633	51495	1973	1998	True
430	CHM00051573	TURPAN	42.933	89.2	51573	1973	1998	True
431	CHM00051628	WEN-SU	41.26	80.3	51628	1959	1999	True
432	CHM00051644	KUQA	41.7167	82.95	51644	1957	2021	True
433	CHM00051656	KORLA	41.75	86.133	51656	1964	2002	True
434	CHM00051709	KASHI	39.4833	75.75	51709	1956	2021	True
435	CHM00051711	AKQI	40.933	78.45	51711	1973	1987	True
436	CHM00051716	BACHU	39.8	78.567	51716	1973	1998	True
437	CHM00051765	TIKANLIK	40.633	87.7	51765	1973	1998	True
438	CHM00051777	RUOQIANG	39.0333	88.1667	51777	1956	2021	True
439	CHM00051811	SHACHE	38.433	77.267	51811	1973	1998	True
440	CHM00051828	HOTAN	37.1333	79.9333	51828	1957	2021	True
441	CHM00051839	MINFENG	37.0667	82.7167	51839	1973	2021	True
442	CHM00051848	ANDIR	37.93	83.65	51848	1979	1998	True
443	CHM00051886	MANGNAI	38.25	90.85	51886	1973	2002	True
444	CHM00051895	MANGYA	37.85	91.65	51895	1957	1961	True
445	CHM00052203	HAMI	42.8167	93.5167	52203	1957	2021	True
446	CHM00052267	EJIN QI	41.95	101.0667	52267	1957	2021	True
447	CHM00052313	XING-XING-XIA	41.7833	95.1333	52313	1959	1959	True
448	CHM00052323	MAZONG SHAN	41.8	97.0333	52323	1963	2021	True
449	CHM00052391	PANG-TING-TO-TO-KAI	41.75	103.9667	52391	1963	1970	True
450	CHM00052418	DUNHUANG	40.15	94.6833	52418	1957	2021	True
451	CHM00052436	YUMENZHEN	40.267	97.033	52436	1973	1982	True
452	CHM00052495	BAYAN MOD	40.75	104.5	52495	1971	2002	True
453	CHM00052533	JIUQUAN	39.7667	98.4833	52533	1956	2021	True
454	CHM00052602	LENGHU	38.833	93.383	52602	1959	1993	True
455	CHM00052681	MINQIN	38.6333	103.0833	52681	1957	2021	True
456	CHM00052713	DA-QAIDAM	37.85	95.367	52713	1973	1987	True
457	CHM00052737	DELINGHA	37.317	97.217	52737	1973	1998	True
458	CHM00052818	GOLMUD	36.4167	94.9	52818	1957	2021	True
459	CHM00052836	DOULAN	36.3	98.1	52836	1956	2021	True
460	CHM00052866	XINING	36.7167	101.75	52866	1958	2021	True
461	CHM00052889	LANZHOU	36.05	103.883	52889	1956	2001	True
462	CHM00052908	WUDAOLIANG	35.217	93.083	52908	1973	1987	True
463	CHM00052983	YU ZHONG	35.8667	104.15	52983	2001	2021	True
464	CHM00053068	ERENHOT	43.6333	111.95	53068	1973	2021	True
465	CHM00053083	NARAN BULAG	44.617	114.15	53083	1973	1997	True
466	CHM00053231	HAILS	41.45	106.383	53231	1973	1988	True
467	CHM00053276	JURH	42.4	112.9	53276	1956	1988	True
468	CHM00053336	HALIUT	41.5667	108.5167	53336	1973	2020	True
469	CHM00053420	XAMBA	40.97	107.17	53420	1956	1958	True
470	CHM00053463	HOHHOT	40.85	111.5667	53463	1956	2021	True
471	CHM00053487	DATONG	40.1	113.333	53487	1973	1988	True
472	CHM00053502	JARTAI	39.783	105.75	53502	1973	1987	True
473	CHM00053513	LINHE	40.7333	107.3667	53513	1973	2021	True
474	CHM00053529	OTOG QI	39.1	107.983	53529	1973	1988	True
475	CHM00053543	DONGSHENG	39.8333	109.9833	53543	1963	2020	True
476	CHM00053546	CHASAKOCHI	39.283	109.75	53546	1957	1962	True
477	CHM00053564	HEQU	39.383	111.15	53564	1973	1988	True
478	CHM00053614	YINCHUAN	38.4667	106.2	53614	1957	2021	True
479	CHM00053772	TAIYUAN	37.6206	112.5767	53772	1956	2021	True
480	CHM00053798	XINGTAI	37.1808	114.3589	53798	1967	2020	True
481	CHM00053845	YAN AN	36.5667	109.45	53845	1956	2021	True
482	CHM00053898	ANYANG	36.05	114.4	53898	1973	1987	True
483	CHM00053915	PINGLIANG	35.55	106.6667	53915	1959	2021	True
484	CHM00054012	XI UJIMQIN QI	44.583	117.6	54012	1973	1988	True
485	CHM00054027	LINDONG	43.983	119.4	54027	1979	1987	True
486	CHM00054094	MUDANJIANG	44.567	129.6	54094	1973	1987	True
487	CHM00054102	XILIN HOT	43.95	116.1167	54102	1956	2021	True
488	CHM00054115	LINXI	43.6	118.067	54115	1973	1978	True
489	CHM00054135	TONGLIAO	43.6	122.2667	54135	1959	2021	True
490	CHM00054161	CHANGCHUN	43.9	125.2167	54161	1956	2021	True
491	CHM00054218	CHIFENG	42.3	118.8333	54218	1956	2021	True
492	CHM00054292	YANJI	42.8667	129.5	54292	1956	2021	True
493	CHM00054337	JINZHOU	41.117	121.067	54337	1960	2007	True
494	CHM00054339	AN SHAN	41.1167	122.95	54339	1960	1961	True
495	CHM00054342	SHENYANG	41.7333	123.5167	54342	1956	2019	True
496	CHM00054374	LINJIANG	41.8	126.8833	54374	1959	2021	True
497	CHM00054401	ZHANGJIAKOU	40.7833	114.8833	54401	1973	2020	True
498	CHM00054423	CHENGDE	40.967	117.917	54423	1973	1989	True
499	CHM00054497	DANDONG	40.083	124.333	54497	1960	2007	True
500	CHM00054511	BEIJING	39.9333	116.2833	54511	1956	2021	True
501	CHM00054534	TANG SHAN	39.6667	118.1167	54534	1960	1961	True
502	CHM00054539	LETING	39.4333	118.9	54539	1973	2010	True
503	CHM00054602	BAODING	38.733	115.483	54602	1973	1990	True
504	CHM00054662	DALIAN	38.9	121.6333	54662	1944	2021	True
505	CHM00054714	TE HSIEN/TECHOW	37.4833	116.3667	54714	1959	1961	True
506	CHM00054727	ZHANGQIU	36.7	117.55	54727	2003	2021	True
507	CHM00054753	LONGKOU	37.617	120.317	54753	1973	1990	True
508	CHM00054776	CHENGSHANTOU	37.4	122.683	54776	1973	2000	True
509	CHM00054823	JINAN	36.683	116.983	54823	1956	2003	True
510	CHM00054836	YIYUAN	36.183	118.15	54836	1973	1987	True
511	CHM00054843	WEI HSIEN	36.7	119.1167	54843	1960	1961	True
512	CHM00054857	QINGDAO	36.0667	120.3333	54857	1956	2021	True
513	CHM00055228	SHIQUANHE	32.5	80.067	55228	1973	2000	True
514	CHM00055279	BAINGOIN	31.367	90.017	55279	1973	1999	True
515	CHM00055299	NAGQU	31.4833	92.0667	55299	1957	2021	True
516	CHM00055472	XAINZA	30.95	88.633	55472	1973	2002	True
517	CHM00055578	XIGAZE	29.217	88.917	55578	1973	2002	True
518	CHM00055591	LHASA	29.6667	91.1333	55591	1957	2021	True
519	CHM00055664	TINGRI	28.633	87.083	55664	1973	2000	True
520	CHM00055696	LHUNZE	28.417	92.467	55696	1973	2002	True
521	CHM00055773	PAGRI	27.75	89.167	55773	1973	2002	True
522	CHM00056004	TUOTUOHE	33.95	92.617	56004	1973	1999	True
523	CHM00056029	YUSHU	33.0	96.95	56029	1959	2021	True
524	CHM00056033	MADOI	34.917	98.217	56033	1973	1987	True
525	CHM00056046	DARLAG	33.8	99.8	56046	1967	1999	True
526	CHM00056079	RUOERGAI	33.583	102.967	56079	1973	1982	True
527	CHM00056080	HEZUO	35.0	102.9	56080	1960	2021	True
528	CHM00056096	WUDU	33.383	104.917	56096	1957	2002	True
529	CHM00056106	SOG XIAN	31.867	93.767	56106	1973	1999	True
530	CHM00056116	DENGQEN	31.417	95.6	56116	1973	2002	True
531	CHM00056137	QAMDO	31.15	97.1667	56137	1957	2021	True
532	CHM00056146	GARZE	31.6167	100.0	56146	1957	2021	True
533	CHM00056172	BARKAM	31.9	102.233	56172	1960	1987	True
534	CHM00056187	WENJIANG	30.75	103.8667	56187	2004	2021	True
535	CHM00056247	BATANG	29.967	99.067	56247	1972	2002	True
536	CHM00056294	CHENGDU	30.667	104.017	56294	1956	2004	True
537	CHM00056312	NYINGCHI	29.5667	94.4667	56312	1973	2000	True
538	CHM00056374	KANGDING	30.05	101.967	56374	1973	1990	True
539	CHM00056444	DEQEN	28.45	98.883	56444	1967	1988	True
540	CHM00056462	JIULONG	29.033	101.5	56462	1973	1987	True
541	CHM00056492	YIBIN	28.817	104.533	56492	1957	2002	True
542	CHM00056533	LA WANG/TZUKEI	27.6667	98.3833	56533	1959	1961	True
543	CHM00056571	XICHANG	27.9	102.2667	56571	1956	2021	True
544	CHM00056651	LIJING	26.867	100.233	56651	1964	2002	True
545	CHM00056691	WEINING	26.8667	104.2833	56691	1960	2021	True
546	CHM00056739	TENGCHONG	24.9844	98.5056	56739	1956	2021	True
547	CHM00056778	KUNMING	25.0167	102.6833	56778	1956	2021	True
548	CHM00056779	KAN-HAI-TZU	25.0167	102.8333	56779	1960	1961	True
549	CHM00056951	LINCANG	23.8833	100.0833	56951	1973	1987	True
550	CHM00056964	SIMAO	22.7667	100.9833	56964	1957	2021	True
551	CHM00056985	MENGZI	23.4444	103.3278	56985	1973	2021	True
552	CHM00056989	HEKOU	22.5	103.95	56989	1957	1979	True
553	CHM00057006	TIANSHUI	34.583	105.75	57006	1973	1987	True
554	CHM00057036	XIAN	34.3	108.933	57036	1956	2006	True
555	CHM00057067	LUSHI	34.0803	111.0728	57067	1973	2017	True
556	CHM00057083	ZHENGZHOU	34.7167	113.65	57083	1956	2021	True
557	CHM00057127	HANZHONG	33.0667	107.0333	57127	1959	2021	True
558	CHM00057131	JINGHE	34.4333	108.9667	57131	2007	2021	True
559	CHM00057178	NANYANG	33.1	112.4833	57178	1967	2021	True
560	CHM00057193	XIHUA	33.783	114.517	57193	1973	1987	True
561	CHM00057237	WANYUAN	32.067	108.033	57237	1973	1982	True
562	CHM00057245	ANKANG	32.43	109.02	57245	1960	2002	True
563	CHM00057265	GUANGHUA	32.383	111.667	57265	1973	1980	True
564	CHM00057290	ZHUMADIAN	32.967	114.05	57290	1973	1996	True
565	CHM00057297	XINYANG	32.133	114.05	57297	1973	1989	True
566	CHM00057328	DA XIAN	31.217	107.5	57328	1960	2002	True
567	CHM00057411	NANCHONG	30.8	106.083	57411	1972	1983	True
568	CHM00057447	ENSHI	30.2833	109.4667	57447	1959	2021	True
569	CHM00057461	YICHANG	30.7333	111.3667	57461	1956	2021	True
570	CHM00057494	WUHAN	30.6	114.05	57494	1946	2021	True
571	CHM00057516	CHONGQING	29.6	106.4	57516	1957	2021	True
572	CHM00057584	YUEYANG	29.383	113.083	57584	1973	1987	True
573	CHM00057633	YOUYANG	28.833	108.767	57633	1980	1981	True
574	CHM00057662	CHANGDE	29.05	111.683	57662	1973	1987	True
575	CHM00057679	CHANGSHA	28.2	113.0833	57679	1956	2019	True
576	CHM00057707	BIJIE	27.3	105.233	57707	1973	1986	True
577	CHM00057731	SINAN	27.95	108.25	57731	1973	1987	True
578	CHM00057749	HUAIHUA	27.5667	110.0	57749	1956	2021	True
579	CHM00057799	JIAN	27.117	114.967	57799	1973	1987	True
580	CHM00057816	GUIYANG	26.4833	106.65	57816	1956	2021	True
581	CHM00057902	XINGREN	25.433	105.183	57902	1973	1989	True
582	CHM00057916	LUODIAN	25.433	106.767	57916	1973	1987	True
583	CHM00057932	RONGJIANG	25.967	108.533	57932	1973	1987	True
584	CHM00057957	GUILIN	25.3333	110.3	57957	1957	2021	True
585	CHM00057972	CHENZHOU	25.7353	112.9739	57972	1956	2021	True
586	CHM00057993	GANZHOU	25.8667	115.0	57993	1956	2021	True
587	CHM00058027	XUZHOU	34.2833	117.15	58027	1956	2021	True
588	CHM00058040	GANYU	34.85	119.133	58040	1973	1987	True
589	CHM00058150	SHEYANG	33.75	120.3	58150	1964	2021	True
590	CHM00058203	FUYANG	32.8667	115.7333	58203	1957	2021	True
591	CHM00058238	NANJING	31.9333	118.9	58238	1930	2021	True
592	CHM00058321	HEFEI	31.867	117.233	58321	1960	1987	True
593	CHM00058362	SHANGHAI (BAOSHAN)	31.4167	121.45	58362	1956	2021	True
594	CHM00058424	ANQING	30.6167	116.9667	58424	1960	2021	True
595	CHM00058457	HANGZHOU	30.2333	120.1667	58457	1960	2021	True
596	CHM00058477	DINGHAI	30.033	122.117	58477	1973	1985	True
597	CHM00058527	JINGDEZHEN	29.3	117.2	58527	1973	1987	True
598	CHM00058606	NANCHANG	28.6	115.9167	58606	1957	2021	True
599	CHM00058633	QU XIAN	28.9667	118.8667	58633	1956	2021	True
600	CHM00058665	HONGJIA	28.6167	121.4167	58665	1991	2021	True
601	CHM00058666	DACHEN DAO	28.45	121.883	58666	1958	1991	True
602	CHM00058725	SHAOWU	27.3333	117.4667	58725	1958	2021	True
603	CHM00058754	FUDING	27.333	120.2	58754	1973	1987	True
604	CHM00058847	FUZHOU	26.0833	119.2833	58847	1956	2021	True
605	CHM00058911	CHANGTING	25.85	116.367	58911	1973	1987	True
606	CHM00058944	PINGTAN	25.517	119.783	58944	1973	1987	True
607	CHM00059007	GUANGNAN	24.067	105.067	59007	1973	1987	True
608	CHM00059023	HECHI	24.7	108.0333	59023	1973	2020	True
609	CHM00059046	LIUZHOU	24.35	109.4	59046	1973	1987	True
610	CHM00059082	CHU CHIANG	24.8333	113.5	59082	1958	1961	True
611	CHM00059096	LIANPING	24.367	114.483	59096	1967	2002	True
612	CHM00059134	XIAMEN	24.4833	118.0833	59134	1958	2021	True
613	CHM00059137	CHIANGYANG	24.3	118.083	59137	1960	1960	True
614	CHM00059211	BAISE	23.9	106.6	59211	1957	2021	True
615	CHM00059265	WUZHOU	23.4833	111.3	59265	1957	2021	True
616	CHM00059280	QINGYUAN	23.7	113.0833	59280	1997	2021	True
617	CHM00059287	GUANGZHOU	23.217	113.483	59287	1956	1995	True
618	CHM00059293	HEYUAN	23.8	114.7333	59293	2015	2020	True
619	CHM00059316	SHANTOU	23.35	116.6667	59316	1957	2021	True
620	CHM00059417	LONGZHOU	22.367	106.75	59417	1973	1987	True
621	CHM00059431	NANNING	22.6333	108.2167	59431	1956	2021	True
622	CHM00059501	SHANWEI	22.783	115.367	59501	1973	1989	True
623	CHM00059644	BEIHAI	21.4833	109.1	59644	1973	2015	True
624	CHM00059658	ZHANJIANG	21.217	110.4	59658	1973	1987	True
625	CHM00059663	YANGJIANG	21.8333	111.9667	59663	1966	2020	True
626	CHM00059758	HAIKOU	20.0	110.25	59758	1956	2021	True
627	CHM00059838	DONGFANG	19.1	108.617	59838	1973	1990	True
628	CHM00059948	SANYA	18.2167	109.5833	59948	1973	2020	True
629	CHXUAC03995	ULANHOT	46.22	122.05	03995	1957	1960	True
630	CHXUAE04856	PEIPING	39.9	116.47	04856	1932	1935	True
631	CHXUAE04858	SIAN	34.25	108.93	04858	1934	1935	True
632	CIM00085442	ANTOFAGASTA	-23.4503	-70.4408	85442	1957	2021	True
633	CIM00085469	ISLA DE PASCUA	-27.1606	-109.4267	85469	1966	2021	True
634	CIM00085543	QUINTERO (MIL)	-32.78	-71.51	85543	1957	1999	True
635	CIM00085586	SANTO DOMINGO	-33.6547	-71.6144	85586	1999	2021	True
636	CIM00085799	PUERTO MONTT	-41.4347	-73.0975	85799	1957	2021	True
637	CIM00085934	PUNTA ARENAS	-53.0033	-70.845	85934	1975	2021	True
638	CJM00078384	OWEN ROBERTS AIRPORT GRAND CAY	19.2917	-81.3583	78384	1956	2021	True
639	CKM00096996	COCOS ISLAND AERO	-12.1892	96.8344	96996	1952	2021	True
640	CMM00064860	GAROUA	9.333	13.383	64860	1953	2018	True
641	CMM00064870	NGAOUNDERE	7.35	13.5667	64870	1973	2021	True
642	CMM00064893	KOUNDJA	5.65	10.75	64893	1953	1993	True
643	CMM00064900	YOKO	5.55	12.367	64900	1973	1987	True
644	CMM00064910	DOUALA R.S.	4.0167	9.7	64910	1953	2021	True
645	CMM00064931	BATOURI	4.467	14.367	64931	1953	1993	True
646	CMM00064950	YAOUNDE	3.833	11.517	64950	1953	1992	True
647	CNM00067001	MORONI AIRPORT	-11.7	43.233	67001	1973	1982	True
648	CNM00067002	HAHAYA INT. AIRPORT	-11.5333	43.2667	67002	1982	2021	True
649	CNM00067004	OUANI (ANJOUAN)	-12.117	44.433	67004	1973	1982	True
650	COM00080001	SAN ANDRES (ISLA)/SESQUICENTEN	12.5833	-81.7167	80001	1956	2021	True
651	COM00080035	RIOHACHA/ALMIRANTE PADILLA	11.5333	-72.9333	80035	1992	2016	True
652	COM00080222	BOGOTA/ELDORADO	4.7	-74.15	80222	1960	2021	True
653	COM00080241	LAS GAVIOTAS	4.55	-70.917	80241	1973	2003	True
654	COM00080259	CALI/ALFONSO BONILLA ARAGON	3.55	-76.3833	80259	2016	2020	True
655	COM00080337	TUMACO	1.85	-78.767	80337	1975	1976	True
656	COM00080398	LETICIA/VASQUEZ COBO	-4.1667	-69.95	80398	1986	2021	True
657	CQM00091232	SAIPAN/ISLEY (CGS)	15.117	145.733	91232	1990	1992	True
658	CSM00078762	JUAN SANTAMARIA INT. AIRPORT	9.9833	-84.1833	78762	1972	2021	True
659	CTM00064600	BERBERATI	4.25	15.8	64600	1973	1993	True
660	CTM00064601	BOUAR	5.967	15.633	64601	1973	1994	True
661	CTM00064610	BOSSANGOA	6.483	17.433	64610	1973	1995	True
662	CTM00064650	BANGUI	4.4	18.5167	64650	1950	2020	True
663	CTM00064654	NDELE	8.4	20.65	64654	1973	1987	True
664	CTM00064656	BANGASSOU	4.733	22.833	64656	1973	1994	True
665	CTM00064665	MOBAYE	4.317	21.183	64665	1992	1992	True
666	CUM00078325	CASA BLANCA	23.167	-82.35	78325	1948	1995	True
667	CUM00078355	CAMAGUEY	21.4	-77.85	78355	1948	1994	True
668	CUM00078367	GUANTANAMO BAY NAS	19.9	-75.217	78367	1948	1991	True
669	CUXUAE04834	VILLA SAN CRISTOBAL DE LA HABA	23.1	-82.43	04834	1937	1945	True
670	CVM00008589	PRAIA	14.9	-23.517	08589	1974	2006	True
671	CVM00008594	SAL	16.7419	-22.9489	08594	1950	2019	True
672	CWM00091801	PENRHYN	-9.0	-158.05	91801	1978	2008	True
673	CWM00091843	RAROTONGA	-21.2	-159.8167	91843	1968	2016	True
674	CYM00017600	PAPHOS AP	34.7194	32.4847	17600	1973	2021	True
675	CYM00017601	AKROTIRI	34.583	32.983	17601	1976	2001	True
676	CYM00017603	EPISKOPI	34.683	32.817	17603	1970	1976	True
677	CYM00017607	ATHALASSA	35.1408	33.3964	17607	1949	2019	True
678	CYM00017609	LARNACA AIRPORT	34.8733	33.6172	17609	1978	2021	True
679	DAM00006030	FLYVESTATION AALBOR	57.1	9.867	06030	1967	1992	True
680	DAM00006060	FLYVESTATION KARUP	56.2933	9.1139	06060	1999	2020	True
681	DAM00006180	KOBENHAVN/KASTRUP	55.6333	12.6667	06180	1949	1962	True
682	DAM00006181	JAEGERSBORG	55.767	12.533	06181	1962	2006	True
683	DJM00063125	DJIBOUTI	11.55	43.15	63125	1973	1994	True
684	DRM00078467	SABANA DE LA MAR	19.05	-69.3833	78467	1956	1962	True
685	DRM00078486	SANTO DOMINGO	18.4333	-69.8833	78486	1962	2021	True
686	ECM00084008	SAN CRISTOBAL RADIOSONDA	-0.9	-89.6	84008	1967	2019	True
687	ECM00084111	CHINCHIPE	-2.2	-81.0	84111	1943	1945	True
688	ECM00084203	GUAYAQUIL AEROPUERTO	-2.1581	-79.8839	84203	1957	2020	True
689	EGM00062305	SALLUM PLATEAU	31.533	25.183	62305	1932	2000	True
690	EGM00062306	MERSA MATRUH	31.3253	27.2217	62306	1934	2021	True
691	EGM00062318	ALEXANDRIA/NOUZHA	31.167	29.933	62318	1947	1986	True
692	EGM00062332	PORT SAID/EL GAMIL	31.283	32.233	62332	1973	1991	True
693	EGM00062337	EL ARISH	31.0733	33.8358	62337	1950	2020	True
694	EGM00062366	CAIRO	30.1333	31.5667	62366	1933	1960	True
695	EGM00062378	HELWAN	29.8628	31.3492	62378	1920	2021	True
696	EGM00062387	MINYA	28.083	30.733	62387	1973	1993	True
697	EGM00062403	SOUTH OF VALLEY UNIVERSITY	26.2003	32.7467	62403	2003	2014	True
698	EGM00062405	LUXOR	25.667	32.7	62405	1947	1990	True
699	EGM00062414	ASSWAN	23.9644	32.82	62414	1936	2021	True
700	EGM00062417	SIWA	29.183	25.517	62417	1948	2000	True
701	EGM00062420	BAHARIA	28.333	28.867	62420	1976	2000	True
702	EGM00062423	FARAFRA	27.0583	27.9892	62423	1953	2021	True
703	EGM00062432	DAKHLA	25.5	28.967	62432	1973	1999	True
704	EGM00062435	KHARGA	25.45	30.533	62435	1948	1995	True
705	EGM00062463	HURGUADA	27.15	33.717	62463	1949	1991	True
706	EGXUAE04942	DEKHEILA/AL DAKHELA	31.11	29.8	04942	1937	1951	True
707	EGXUAE04946	AL-DAKHLA	25.5	29.02	04946	1948	1956	True
708	EGXUAE04950	ALMAZA	30.08	31.37	04950	1937	1954	True
709	EGXUAE04951	AL-MINYA	29.75	31.3	04951	1939	1956	True
710	EGXUAE04953	AL-WAHAT AL-BAHRIYA	28.37	28.93	04953	1948	1956	True
711	EGXUAE04956	ASYUT	27.2	31.12	04956	1935	1956	True
712	EGXUAE04958	BUR SAID	31.25	32.3	04958	1939	1956	True
