	file	kind	primary_id	primary_id_scheme	record_number	secondary_id	secondary_id_scheme	station_name	station_abbreviation	alternative_name	station_crs	longitude	latitude	local_gravity	start_date	end_date	station_type	platform_type	platform_sub_type	operating_institute	operating_territory	city	contact	role	observing_frequency	reporting_time	telecommunication_method	station_automation	measuring_system_model	measuring_system_id	observed_variables	comment	optional_data	bbox_min_longitude	bbox_max_longitude	bbox_min_latitude	bbox_max_latitude	metadata_contact	metadata_contact_role	elevation
1976	era5.conv._00549	MOBILE	0-20999-0-00549	 	1976	549	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1977	era5.conv._00550	MOBILE	0-20999-0-00550	 	1977	550	 	 	 	 	 			 	196702	197204	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1978	era5.conv._00551	MOBILE	0-20999-0-00551	 	1978	551	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1979	era5.conv._00552	MOBILE	0-20999-0-00552	 	1979	552	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1980	era5.conv._00553	MOBILE	0-20999-0-00553	 	1980	553	 	 	 	 	 			 	196702	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1981	era5.conv._00554	MOBILE	0-20999-0-00554	 	1981	554	 	 	 	 	 			 	196702	197210	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1982	era5.conv._00555	MOBILE	0-20999-0-00555	 	1982	555	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1983	era5.conv._00556	MOBILE	0-20999-0-00556	 	1983	556	 	 	 	 	 			 	196603	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1984	era5.conv._00557	MOBILE	0-20999-0-00557	 	1984	557	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1985	era5.conv._00558	MOBILE	0-20999-0-00558	 	1985	558	 	 	 	 	 			 	196512	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1986	era5.conv._00559	MOBILE	0-20999-0-00559	 	1986	559	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1987	era5.conv._00560	MOBILE	0-20999-0-00560	 	1987	560	 	 	 	 	 			 	196612	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1988	era5.conv._00561	MOBILE	0-20999-0-00561	 	1988	561	 	 	 	 	 			 	196612	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1989	era5.conv._00562	MOBILE	0-20999-0-00562	 	1989	562	 	 	 	 	 			 	196704	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1990	era5.conv._00563	MOBILE	0-20999-0-00563	 	1990	563	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1991	era5.conv._00564	MOBILE	0-20999-0-00564	 	1991	564	 	 	 	 	 			 	196704	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1992	era5.conv._00565	MOBILE	0-20999-0-00565	 	1992	565	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1993	era5.conv._00566	MOBILE	0-20999-0-00566	 	1993	566	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1994	era5.conv._00567	MOBILE	0-20999-0-00567	 	1994	567	 	 	 	 	 			 	196603	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1995	era5.conv._00568	MOBILE	0-20999-0-00568	 	1995	568	 	 	 	 	 			 	196502	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1996	era5.conv._00569	MOBILE	0-20999-0-00569	 	1996	569	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1997	era5.conv._00570	MOBILE	0-20999-0-00570	 	1997	570	 	 	 	 	 			 	196512	197111	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1998	era5.conv._00571	MOBILE	0-20999-0-00571	 	1998	571	 	 	 	 	 			 	196512	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
1999	era5.conv._00572	MOBILE	0-20999-0-00572	 	1999	572	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2000	era5.conv._00573	MOBILE	0-20999-0-00573	 	2000	573	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2001	era5.conv._00574	MOBILE	0-20999-0-00574	 	2001	574	 	 	 	 	 			 	196706	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2002	era5.conv._00575	MOBILE	0-20999-0-00575	 	2002	575	 	 	 	 	 			 	196512	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2003	era5.conv._00576	MOBILE	0-20999-0-00576	 	2003	576	 	 	 	 	 			 	196502	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2004	era5.conv._00577	MOBILE	0-20999-0-00577	 	2004	577	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2005	era5.conv._00578	MOBILE	0-20999-0-00578	 	2005	578	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2006	era5.conv._00579	MOBILE	0-20999-0-00579	 	2006	579	 	 	 	 	 			 	196502	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2007	era5.conv._00580	MOBILE	0-20999-0-00580	 	2007	580	 	 	 	 	 			 	196703	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2008	era5.conv._00581	MOBILE	0-20999-0-00581	 	2008	581	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2009	era5.conv._00582	MOBILE	0-20999-0-00582	 	2009	582	 	 	 	 	 			 	196502	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2010	era5.conv._00583	MOBILE	0-20999-0-00583	 	2010	583	 	 	 	 	 			 	196612	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2011	era5.conv._00584	MOBILE	0-20999-0-00584	 	2011	584	 	 	 	 	 			 	196702	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2012	era5.conv._00585	MOBILE	0-20999-0-00585	 	2012	585	 	 	 	 	 			 	196703	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2013	era5.conv._00586	MOBILE	0-20999-0-00586	 	2013	586	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2014	era5.conv._00587	MOBILE	0-20999-0-00587	 	2014	587	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2015	era5.conv._00588	MOBILE	0-20999-0-00588	 	2015	588	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2016	era5.conv._00589	MOBILE	0-20999-0-00589	 	2016	589	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2017	era5.conv._00590	MOBILE	0-20999-0-00590	 	2017	590	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2018	era5.conv._00591	MOBILE	0-20999-0-00591	 	2018	591	 	 	 	 	 			 	196612	197205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2019	era5.conv._00592	MOBILE	0-20999-0-00592	 	2019	592	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2020	era5.conv._00593	MOBILE	0-20999-0-00593	 	2020	593	 	 	 	 	 			 	196612	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2021	era5.conv._00594	MOBILE	0-20999-0-00594	 	2021	594	 	 	 	 	 			 	196612	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2022	era5.conv._00595	MOBILE	0-20999-0-00595	 	2022	595	 	 	 	 	 			 	196612	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2023	era5.conv._00596	MOBILE	0-20999-0-00596	 	2023	596	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2024	era5.conv._00597	MOBILE	0-20999-0-00597	 	2024	597	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2025	era5.conv._00598	MOBILE	0-20999-0-00598	 	2025	598	 	 	 	 	 			 	196702	197210	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2026	era5.conv._00599	MOBILE	0-20999-0-00599	 	2026	599	 	 	 	 	 			 	196704	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2027	era5.conv._005=§	MOBILE	0-20999-0-005=§	 	2027	005=§	 	 	 	 	 			 	198901	198901	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2028	era5.conv._00600	MOBILE	0-20999-0-00600	 	2028	600	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2029	era5.conv._00601	MOBILE	0-20999-0-00601	 	2029	601	 	 	 	 	 			 	196612	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2030	era5.conv._00602	MOBILE	0-20999-0-00602	 	2030	602	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2031	era5.conv._00603	MOBILE	0-20999-0-00603	 	2031	603	 	 	 	 	 			 	196702	197205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2032	era5.conv._00604	MOBILE	0-20999-0-00604	 	2032	604	 	 	 	 	 			 	196704	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2033	era5.conv._00605	MOBILE	0-20999-0-00605	 	2033	605	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2034	era5.conv._00606	MOBILE	0-20999-0-00606	 	2034	606	 	 	 	 	 			 	196703	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2035	era5.conv._00607	MOBILE	0-20999-0-00607	 	2035	607	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2036	era5.conv._00608	MOBILE	0-20999-0-00608	 	2036	608	 	 	 	 	 			 	196703	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2037	era5.conv._00609	MOBILE	0-20999-0-00609	 	2037	609	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2038	era5.conv._00610	MOBILE	0-20999-0-00610	 	2038	610	 	 	 	 	 			 	196702	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2039	era5.conv._00611	MOBILE	0-20999-0-00611	 	2039	611	 	 	 	 	 			 	196702	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2040	era5.conv._00612	MOBILE	0-20999-0-00612	 	2040	612	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2041	era5.conv._00613	MOBILE	0-20999-0-00613	 	2041	613	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2042	era5.conv._00614	MOBILE	0-20999-0-00614	 	2042	614	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2043	era5.conv._00615	MOBILE	0-20999-0-00615	 	2043	615	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2044	era5.conv._00616	MOBILE	0-20999-0-00616	 	2044	616	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2045	era5.conv._00617	MOBILE	0-20999-0-00617	 	2045	617	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2046	era5.conv._00618	MOBILE	0-20999-0-00618	 	2046	618	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2047	era5.conv._00619	MOBILE	0-20999-0-00619	 	2047	619	 	 	 	 	 			 	196702	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2048	era5.conv._00620	MOBILE	0-20999-0-00620	 	2048	620	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2049	era5.conv._00621	MOBILE	0-20999-0-00621	 	2049	621	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2050	era5.conv._00622	MOBILE	0-20999-0-00622	 	2050	622	 	 	 	 	 			 	196703	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2051	era5.conv._00623	MOBILE	0-20999-0-00623	 	2051	623	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2052	era5.conv._00624	MOBILE	0-20999-0-00624	 	2052	624	 	 	 	 	 			 	196702	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2053	era5.conv._00625	MOBILE	0-20999-0-00625	 	2053	625	 	 	 	 	 			 	196702	197205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2054	era5.conv._00626	MOBILE	0-20999-0-00626	 	2054	626	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2055	era5.conv._00627	MOBILE	0-20999-0-00627	 	2055	627	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2056	era5.conv._00628	MOBILE	0-20999-0-00628	 	2056	628	 	 	 	 	 			 	196702	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2057	era5.conv._00629	MOBILE	0-20999-0-00629	 	2057	629	 	 	 	 	 			 	196511	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2058	era5.conv._00630	MOBILE	0-20999-0-00630	 	2058	630	 	 	 	 	 			 	196703	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2059	era5.conv._00631	MOBILE	0-20999-0-00631	 	2059	631	 	 	 	 	 			 	196703	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2060	era5.conv._00632	MOBILE	0-20999-0-00632	 	2060	632	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2061	era5.conv._00633	MOBILE	0-20999-0-00633	 	2061	633	 	 	 	 	 			 	196703	197211	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2062	era5.conv._00634	MOBILE	0-20999-0-00634	 	2062	634	 	 	 	 	 			 	196704	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2063	era5.conv._00635	MOBILE	0-20999-0-00635	 	2063	635	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2064	era5.conv._00636	MOBILE	0-20999-0-00636	 	2064	636	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2065	era5.conv._00637	MOBILE	0-20999-0-00637	 	2065	637	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2066	era5.conv._00638	MOBILE	0-20999-0-00638	 	2066	638	 	 	 	 	 			 	196703	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2067	era5.conv._00639	MOBILE	0-20999-0-00639	 	2067	639	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2068	era5.conv._00640	MOBILE	0-20999-0-00640	 	2068	640	 	 	 	 	 			 	196702	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2069	era5.conv._00641	MOBILE	0-20999-0-00641	 	2069	641	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2070	era5.conv._00642	MOBILE	0-20999-0-00642	 	2070	642	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2071	era5.conv._00643	MOBILE	0-20999-0-00643	 	2071	643	 	 	 	 	 			 	196511	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2072	era5.conv._00644	MOBILE	0-20999-0-00644	 	2072	644	 	 	 	 	 			 	196702	197110	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2073	era5.conv._00645	MOBILE	0-20999-0-00645	 	2073	645	 	 	 	 	 			 	196702	197201	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2074	era5.conv._00646	MOBILE	0-20999-0-00646	 	2074	646	 	 	 	 	 			 	196704	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2075	era5.conv._00647	MOBILE	0-20999-0-00647	 	2075	647	 	 	 	 	 			 	196705	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2076	era5.conv._00648	MOBILE	0-20999-0-00648	 	2076	648	 	 	 	 	 			 	196704	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2077	era5.conv._00649	MOBILE	0-20999-0-00649	 	2077	649	 	 	 	 	 			 	196703	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2078	era5.conv._00650	MOBILE	0-20999-0-00650	 	2078	650	 	 	 	 	 			 	196704	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2079	era5.conv._00651	MOBILE	0-20999-0-00651	 	2079	651	 	 	 	 	 			 	196702	197211	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2080	era5.conv._00652	MOBILE	0-20999-0-00652	 	2080	652	 	 	 	 	 			 	196511	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2081	era5.conv._00653	MOBILE	0-20999-0-00653	 	2081	653	 	 	 	 	 			 	196703	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2082	era5.conv._00654	MOBILE	0-20999-0-00654	 	2082	654	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2083	era5.conv._00655	MOBILE	0-20999-0-00655	 	2083	655	 	 	 	 	 			 	196511	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2084	era5.conv._00656	MOBILE	0-20999-0-00656	 	2084	656	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2085	era5.conv._00657	MOBILE	0-20999-0-00657	 	2085	657	 	 	 	 	 			 	196702	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2086	era5.conv._00658	MOBILE	0-20999-0-00658	 	2086	658	 	 	 	 	 			 	196703	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2087	era5.conv._00659	MOBILE	0-20999-0-00659	 	2087	659	 	 	 	 	 			 	196702	197204	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2088	era5.conv._00660	MOBILE	0-20999-0-00660	 	2088	660	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2089	era5.conv._00661	MOBILE	0-20999-0-00661	 	2089	661	 	 	 	 	 			 	196702	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2090	era5.conv._00662	MOBILE	0-20999-0-00662	 	2090	662	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2091	era5.conv._00663	MOBILE	0-20999-0-00663	 	2091	663	 	 	 	 	 			 	196703	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2092	era5.conv._00664	MOBILE	0-20999-0-00664	 	2092	664	 	 	 	 	 			 	196703	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2093	era5.conv._00665	MOBILE	0-20999-0-00665	 	2093	665	 	 	 	 	 			 	196702	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2094	era5.conv._00666	MOBILE	0-20999-0-00666	 	2094	666	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2095	era5.conv._00667	MOBILE	0-20999-0-00667	 	2095	667	 	 	 	 	 			 	196703	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2096	era5.conv._00668	MOBILE	0-20999-0-00668	 	2096	668	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2097	era5.conv._00669	MOBILE	0-20999-0-00669	 	2097	669	 	 	 	 	 			 	196705	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2098	era5.conv._00670	MOBILE	0-20999-0-00670	 	2098	670	 	 	 	 	 			 	196703	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2099	era5.conv._00671	MOBILE	0-20999-0-00671	 	2099	671	 	 	 	 	 			 	196703	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2100	era5.conv._00672	MOBILE	0-20999-0-00672	 	2100	672	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2101	era5.conv._00673	MOBILE	0-20999-0-00673	 	2101	673	 	 	 	 	 			 	196703	197203	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2102	era5.conv._00674	MOBILE	0-20999-0-00674	 	2102	674	 	 	 	 	 			 	196704	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2103	era5.conv._00675	MOBILE	0-20999-0-00675	 	2103	675	 	 	 	 	 			 	196702	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2104	era5.conv._00676	MOBILE	0-20999-0-00676	 	2104	676	 	 	 	 	 			 	196704	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2105	era5.conv._00677	MOBILE	0-20999-0-00677	 	2105	677	 	 	 	 	 			 	196703	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2106	era5.conv._00678	MOBILE	0-20999-0-00678	 	2106	678	 	 	 	 	 			 	196702	197206	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2107	era5.conv._00679	MOBILE	0-20999-0-00679	 	2107	679	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2108	era5.conv._00680	MOBILE	0-20999-0-00680	 	2108	680	 	 	 	 	 			 	196702	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2109	era5.conv._00681	MOBILE	0-20999-0-00681	 	2109	681	 	 	 	 	 			 	196702	197212	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2110	era5.conv._00682	MOBILE	0-20999-0-00682	 	2110	682	 	 	 	 	 			 	196702	197205	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2111	era5.conv._00683	MOBILE	0-20999-0-00683	 	2111	683	 	 	 	 	 			 	196702	197204	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2112	era5.conv._00684	MOBILE	0-20999-0-00684	 	2112	684	 	 	 	 	 			 	196702	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2113	era5.conv._00685	MOBILE	0-20999-0-00685	 	2113	685	 	 	 	 	 			 	196703	197208	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2114	era5.conv._00686	MOBILE	0-20999-0-00686	 	2114	686	 	 	 	 	 			 	196702	197207	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
2115	era5.conv._00687	MOBILE	0-20999-0-00687	 	2115	687	 	 	 	 	 			 	196702	197209	 	 	 	 	 	 	 	 	 	 	 	 	 	 		 	 	 	 	 	 	 	 	
