"ID";"Project title";"Collection_name";"Original Country or Region";"Original City or Town or Village";"Station Name";"Platform";"Altitude";"Original_Latitude_Units";"Original_Longitude_Units";"Original_Altitude_Units";"Local Gravity";"Last modified";"Original_Location or Relocation";"Start Station Year Month Day";"End Station Year Month Day";"Start Record Year Month Day";"End Record Year Month Day";"WMO Region";"Latitude";"Longitude";"Current Station Name";"WMO_ID";"Network1_name";"Network1_ID";"Network2_name";"Network2_ID";"Country or Region";"City or Town or Village";"Time Resolution";"Observation Times";"Time Reference Meridian, or Other";"Estimated Station Days";"Time Gaps";"Vertical Coordinate";"Significant Levels Y or N";"Variable Name";"Units";"Original Units";"Variable Instrument";"Corrections or Conversions";"Observation Changes";"Type of Access (Public or Restricted)";"Data Owner";"Data Owner Link or contact";"Source";"Type of Initial Source";"Source Link (Images)";"Data Provider";"Data Provider (Link or contact)";"Data series in published databank citation";"State of Data Rescue";"Comments";"Project Status"
"110000108";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Base Martin de Viviès";"R";"27.0";"";"";"meters";"";"2018-09-24 08:50:17.633074+00:00";"";"1950-04-01";"";"1951-04-01";"1957-12-31";"Africa";"-37.795";"77.569";"";"61996";"Meteo-France_network";"98404002";"";"";"Amsterdam Island & St. Paul Island part of the Indian Ocean";"";"0 to 2 x daily";"";"";"2473";"";"pressure and geopotential";"";"relative_humidity";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000109";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Faaa";"R";"2.0";"";"";"meters";"";"2018-09-24 08:50:17.644348+00:00";"";"1957-07-01";"";"1957-07-01";"1957-12-31";"South West Pacific";"-17.555";"-149.614";"";"91938";"Meteo-France_network";"98715002";"OACI";"NTAA";"French Polynesia";"";"0 to 2 x daily";"";"";"113";"";"pressure and geopotential";"";"wind_speed";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000110";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Faaa";"R";"2.0";"";"";"meters";"";"2018-09-24 08:50:17.655837+00:00";"";"1957-07-01";"";"1957-07-01";"1957-12-31";"South West Pacific";"-17.555";"-149.614";"";"91938";"Meteo-France_network";"98715002";"OACI";"NTAA";"French Polynesia";"";"0 to 2 x daily";"";"";"113";"";"pressure and geopotential";"";"wind_from_direction";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000111";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Faaa";"R";"2.0";"";"";"meters";"";"2018-09-24 08:50:17.665566+00:00";"";"1957-07-01";"";"1957-07-01";"1957-12-31";"South West Pacific";"-17.555";"-149.614";"";"91938";"Meteo-France_network";"98715002";"OACI";"NTAA";"French Polynesia";"";"0 to 2 x daily";"";"";"113";"";"pressure and geopotential";"";"air_pressure";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000112";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Faaa";"R";"2.0";"";"";"meters";"";"2018-09-24 08:50:17.675336+00:00";"";"1957-07-01";"";"1957-07-01";"1957-12-31";"South West Pacific";"-17.555";"-149.614";"";"91938";"Meteo-France_network";"98715002";"OACI";"NTAA";"French Polynesia";"";"0 to 2 x daily";"";"";"113";"";"pressure and geopotential";"";"air_temperature";"ºC";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000113";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Faaa";"R";"2.0";"";"";"meters";"";"2018-09-24 08:50:17.754521+00:00";"";"1957-07-01";"";"1957-07-01";"1957-12-31";"South West Pacific";"-17.555";"-149.614";"";"91938";"Meteo-France_network";"98715002";"OACI";"NTAA";"French Polynesia";"";"0 to 2 x daily";"";"";"113";"";"pressure and geopotential";"";"relative_humidity";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000114";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Le Raizet-Guadeloupe";"R";"11.0";"";"";"meters";"";"2018-09-24 08:50:17.910091+00:00";"";"1951-01-01";"";"1952-06-01";"1957-12-31";"North, Central America and the Caribbean";"16.624";"-61.516";"";"78897";"Meteo-France_network";"97101015";"OACI";"TFFR";"Guadeloupe and Martinique part of the Caribbean Sea";"";"0 to 2 x daily";"";"";"2010";"";"pressure and geopotential";"";"wind_speed";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000115";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Le Raizet-Guadeloupe";"R";"11.0";"";"";"meters";"";"2018-09-24 08:50:17.932371+00:00";"";"1951-01-01";"";"1952-06-01";"1957-12-31";"North, Central America and the Caribbean";"16.624";"-61.516";"";"78897";"Meteo-France_network";"97101015";"OACI";"TFFR";"Guadeloupe and Martinique part of the Caribbean Sea";"";"0 to 2 x daily";"";"";"2010";"";"pressure and geopotential";"";"wind_from_direction";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000116";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Le Raizet-Guadeloupe";"R";"11.0";"";"";"meters";"";"2018-09-24 08:50:17.944457+00:00";"";"1951-01-01";"";"1952-06-01";"1957-12-31";"North, Central America and the Caribbean";"16.624";"-61.516";"";"78897";"Meteo-France_network";"97101015";"OACI";"TFFR";"Guadeloupe and Martinique part of the Caribbean Sea";"";"0 to 2 x daily";"";"";"2010";"";"pressure and geopotential";"";"air_pressure";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000117";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Le Raizet-Guadeloupe";"R";"11.0";"";"";"meters";"";"2018-09-24 08:50:17.954573+00:00";"";"1951-01-01";"";"1952-06-01";"1957-12-31";"North, Central America and the Caribbean";"16.624";"-61.516";"";"78897";"Meteo-France_network";"97101015";"OACI";"TFFR";"Guadeloupe and Martinique part of the Caribbean Sea";"";"0 to 2 x daily";"";"";"2010";"";"pressure and geopotential";"";"air_temperature";"ºC";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000118";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Le Raizet-Guadeloupe";"R";"11.0";"";"";"meters";"";"2018-09-24 08:50:17.966122+00:00";"";"1951-01-01";"";"1952-06-01";"1957-12-31";"North, Central America and the Caribbean";"16.624";"-61.516";"";"78897";"Meteo-France_network";"97101015";"OACI";"TFFR";"Guadeloupe and Martinique part of the Caribbean Sea";"";"0 to 2 x daily";"";"";"2010";"";"pressure and geopotential";"";"relative_humidity";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000119";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Port Martin-cap Margerie (TAAF)";"R";"20.0";"";"";"meters";"";"2018-09-24 08:50:18.055482+00:00";"";"1950-03-01";"1952-01-31";"1951-02-01";"1951-12-31";"Antartica";"-66.833";"141.416";"";"-999";"Meteo-France_network";"98404006";"";"";"Antarctica";"";"121";"";"";"168";"";"pressure and geopotential";"";"wind_speed";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000120";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Port Martin-cap Margerie (TAAF)";"R";"20.0";"";"";"meters";"";"2018-09-24 08:50:18.065756+00:00";"";"1950-03-01";"1952-01-31";"1951-02-01";"1951-12-31";"Antartica";"-66.833";"141.416";"";"-999";"Meteo-France_network";"98404006";"";"";"Antarctica";"";"121";"";"";"168";"";"pressure and geopotential";"";"wind_from_direction";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000121";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Port Martin-cap Margerie (TAAF)";"R";"20.0";"";"";"meters";"";"2018-09-24 08:50:18.076749+00:00";"";"1950-03-01";"1952-01-31";"1951-02-01";"1951-12-31";"Antartica";"-66.833";"141.416";"";"-999";"Meteo-France_network";"98404006";"";"";"Antarctica";"";"121";"";"";"168";"";"pressure and geopotential";"";"air_pressure";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000122";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Port Martin-cap Margerie (TAAF)";"R";"20.0";"";"";"meters";"";"2018-09-24 08:50:18.087587+00:00";"";"1950-03-01";"1952-01-31";"1951-02-01";"1951-12-31";"Antartica";"-66.833";"141.416";"";"-999";"Meteo-France_network";"98404006";"";"";"Antarctica";"";"121";"";"";"168";"";"pressure and geopotential";"";"air_temperature";"ºC";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000123";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Port Martin-cap Margerie (TAAF)";"R";"20.0";"";"";"meters";"";"2018-09-24 08:50:18.099549+00:00";"";"1950-03-01";"1952-01-31";"1951-02-01";"1951-12-31";"Antartica";"-66.833";"141.416";"";"-999";"Meteo-France_network";"98404006";"";"";"Antarctica";"";"121";"";"";"168";"";"pressure and geopotential";"";"relative_humidity";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000124";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.110231+00:00";"";"1946-05-01";"";"1953-02-01";"1954-08-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"242";"";"pressure and geopotential";"";"wind_speed";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000125";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.123439+00:00";"";"1946-05-01";"";"1953-02-01";"1954-08-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"242";"";"pressure and geopotential";"";"wind_from_direction";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000126";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.132626+00:00";"";"1946-05-01";"";"1953-02-01";"1954-08-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"242";"";"pressure and geopotential";"";"air_pressure";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000127";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.142915+00:00";"";"1946-05-01";"";"1953-02-01";"1954-08-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"242";"";"pressure and geopotential";"";"air_temperature";"ºC";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000128";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.154823+00:00";"";"1946-05-01";"";"1953-02-01";"1954-08-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"242";"";"pressure and geopotential";"";"relative_humidity";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000129";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.166437+00:00";"";"1946-05-01";"";"1954-11-01";"1955-12-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"205";"";"pressure and geopotential";"";"wind_speed";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000130";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.177026+00:00";"";"1946-05-01";"";"1954-11-01";"1955-12-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"205";"";"pressure and geopotential";"";"wind_from_direction";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000131";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.188023+00:00";"";"1946-05-01";"";"1954-11-01";"1955-12-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"205";"";"pressure and geopotential";"";"air_pressure";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000132";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.198772+00:00";"";"1946-05-01";"";"1954-11-01";"1955-12-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"205";"";"pressure and geopotential";"";"air_temperature";"ºC";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000133";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Rochambeau";"R";"4.0";"";"";"meters";"";"2018-09-24 08:50:18.210542+00:00";"";"1946-05-01";"";"1954-11-01";"1955-12-31";"South America";"4.822";"-52.365";"";"81405";"Meteo-France_network";"97307001";"OACI";"SOCA";"France (French Guiana))";"";"0 to 2 x daily";"";"";"205";"";"pressure and geopotential";"";"relative_humidity";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000134";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Ajaccio-aéroport";"R";"5.0";"";"";"meters";"";"2018-09-24 08:50:18.223108+00:00";"";"1947-02-01";"";"1951-01-01";"1957-12-31";"Europe";"41.918";"8.792";"";"7761";"Meteo-France_network";"20004002";"";"";"France";"";"0 to 2 x daily";"";"";"906";"";"pressure and geopotential";"";"wind_speed";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000135";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Ajaccio-aéroport";"R";"5.0";"";"";"meters";"";"2018-09-24 08:50:18.233568+00:00";"";"1947-02-01";"";"1951-01-01";"1957-12-31";"Europe";"41.918";"8.792";"";"7761";"Meteo-France_network";"20004002";"";"";"France";"";"0 to 2 x daily";"";"";"906";"";"pressure and geopotential";"";"wind_from_direction";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000136";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Ajaccio-aéroport";"R";"5.0";"";"";"meters";"";"2018-09-24 08:50:18.244648+00:00";"";"1947-02-01";"";"1951-01-01";"1957-12-31";"Europe";"41.918";"8.792";"";"7761";"Meteo-France_network";"20004002";"";"";"France";"";"0 to 2 x daily";"";"";"906";"";"pressure and geopotential";"";"air_pressure";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000137";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Ajaccio-aéroport";"R";"5.0";"";"";"meters";"";"2018-09-24 08:50:18.254962+00:00";"";"1947-02-01";"";"1951-01-01";"1957-12-31";"Europe";"41.918";"8.792";"";"7761";"Meteo-France_network";"20004002";"";"";"France";"";"0 to 2 x daily";"";"";"906";"";"pressure and geopotential";"";"air_temperature";"ºC";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000138";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Ajaccio-aéroport";"R";"5.0";"";"";"meters";"";"2018-09-24 08:50:18.266531+00:00";"";"1947-02-01";"";"1951-01-01";"1957-12-31";"Europe";"41.918";"8.792";"";"7761";"Meteo-France_network";"20004002";"";"";"France";"";"0 to 2 x daily";"";"";"906";"";"pressure and geopotential";"";"relative_humidity";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000139";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Bordeaux-Mérignac";"R";"47.0";"";"";"meters";"";"2018-09-24 08:50:18.275989+00:00";"";"1920-11-01";"";"1948-01-01";"1957-12-31";"Europe";"44.831";"-0.691";"";"7510";"Meteo-France_network";"33281001";"OACI";"LFBD";"France";"";"0 to 2 x daily";"";"";"6330";"";"pressure and geopotential";"";"wind_speed";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000140";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Bordeaux-Mérignac";"R";"47.0";"";"";"meters";"";"2018-09-24 08:50:18.288376+00:00";"";"1920-11-01";"";"1948-01-01";"1957-12-31";"Europe";"44.831";"-0.691";"";"7510";"Meteo-France_network";"33281001";"OACI";"LFBD";"France";"";"0 to 2 x daily";"";"";"6330";"";"pressure and geopotential";"";"wind_from_direction";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000141";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Bordeaux-Mérignac";"R";"47.0";"";"";"meters";"";"2018-09-24 08:50:18.299168+00:00";"";"1920-11-01";"";"1948-01-01";"1957-12-31";"Europe";"44.831";"-0.691";"";"7510";"Meteo-France_network";"33281001";"OACI";"LFBD";"France";"";"0 to 2 x daily";"";"";"6330";"";"pressure and geopotential";"";"air_pressure";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000142";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Bordeaux-Mérignac";"R";"47.0";"";"";"meters";"";"2018-09-24 08:50:18.309483+00:00";"";"1920-11-01";"";"1948-01-01";"1957-12-31";"Europe";"44.831";"-0.691";"";"7510";"Meteo-France_network";"33281001";"OACI";"LFBD";"France";"";"0 to 2 x daily";"";"";"6330";"";"pressure and geopotential";"";"air_temperature";"ºC";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000143";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Bordeaux-Mérignac";"R";"47.0";"";"";"meters";"";"2018-09-24 08:50:18.323819+00:00";"";"1920-11-01";"";"1948-01-01";"1957-12-31";"Europe";"44.831";"-0.691";"";"7510";"Meteo-France_network";"33281001";"OACI";"LFBD";"France";"";"0 to 2 x daily";"";"";"6330";"";"pressure and geopotential";"";"relative_humidity";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000144";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Brest-Guipavas";"R";"94.0";"";"";"meters";"";"2018-09-24 08:50:18.332362+00:00";"";"1945-01-01";"";"1948-01-01";"1957-12-31";"Europe";"48.444";"-4.412";"";"7110";"Meteo-France_network";"29075001";"OACI";"LFRB";"France";"";"0 to 2 x daily";"";"";"6168";"";"pressure and geopotential";"";"wind_speed";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000145";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Brest-Guipavas";"R";"94.0";"";"";"meters";"";"2018-09-24 08:50:18.344488+00:00";"";"1945-01-01";"";"1948-01-01";"1957-12-31";"Europe";"48.444";"-4.412";"";"7110";"Meteo-France_network";"29075001";"OACI";"LFRB";"France";"";"0 to 2 x daily";"";"";"6168";"";"pressure and geopotential";"";"wind_from_direction";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000146";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Brest-Guipavas";"R";"94.0";"";"";"meters";"";"2018-09-24 08:50:18.355345+00:00";"";"1945-01-01";"";"1948-01-01";"1957-12-31";"Europe";"48.444";"-4.412";"";"7110";"Meteo-France_network";"29075001";"OACI";"LFRB";"France";"";"0 to 2 x daily";"";"";"6168";"";"pressure and geopotential";"";"air_pressure";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000147";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Brest-Guipavas";"R";"94.0";"";"";"meters";"";"2018-09-24 08:50:18.365344+00:00";"";"1945-01-01";"";"1948-01-01";"1957-12-31";"Europe";"48.444";"-4.412";"";"7110";"Meteo-France_network";"29075001";"OACI";"LFRB";"France";"";"0 to 2 x daily";"";"";"6168";"";"pressure and geopotential";"";"air_temperature";"ºC";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000148";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Brest-Guipavas";"R";"94.0";"";"";"meters";"";"2018-09-24 08:50:18.377766+00:00";"";"1945-01-01";"";"1948-01-01";"1957-12-31";"Europe";"48.444";"-4.412";"";"7110";"Meteo-France_network";"29075001";"OACI";"LFRB";"France";"";"0 to 2 x daily";"";"";"6168";"";"pressure and geopotential";"";"relative_humidity";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
"110000149";"ERA-CLIM (METFR)";"ERA-CLIM (METFR)";"";"";"Lyon-Bron";"R";"197.0";"";"";"meters";"";"2018-09-24 08:50:18.388518+00:00";"";"1888-01-01";"";"1948-01-01";"1957-12-31";"Europe";"45.726";"4.937";"";"7480";"Meteo-France_network";"69029001";"OACI";"LFLY";"France";"";"0 to 2 x daily";"";"";"3191";"";"pressure and geopotential";"";"wind_speed";"";"";"radiosonde";"";"";"";"Météo-France";"";"Compte Rendu Aérologique_CRA_microfiche_listing_Meteo-France_Toulouse";"printed";"/METFR/CRA/";"Emeline_Roucaute";"";"";"Hard copy";"";"active"
